 -3.791064057 -4.677446872 -4.954901651 -84.9728444 0.004871762107
 -3.791064057 -4.435003853 -4.954901651 -85.00418191 0.004721460551
 -3.791064057 -4.677446872 -4.601567064 -85.036385 0.004571837038
 -3.791064057 -4.677446872 -5.308236239 -85.09172929 0.004325686315
 -3.509734704 -4.677446872 -4.954901651 -85.17164143 0.003993462585
 -4.07239341 -4.677446872 -4.954901651 -85.08888911 0.004337989497
 -3.791064057 -4.435003853 -4.601567064 -85.09946566 0.004292350328
 -4.07239341 -4.677446872 -4.601567064 -85.14896194 0.004085067121
 -4.07239341 -4.919889891 -4.954901651 -85.14339561 0.004107869368
 -3.791064057 -4.919889891 -4.954901651 -85.03937365 0.004558193839
 -3.509734704 -4.435003853 -4.954901651 -85.24332043 0.003717233373
 -3.509734704 -4.677446872 -5.308236239 -85.31497173 0.003460206854
 -3.509734704 -4.677446872 -4.601567064 -85.27969999 0.003584432326
 -4.07239341 -4.677446872 -5.308236239 -85.21346232 0.003829896521
 -3.791064057 -4.919889891 -5.308236239 -85.18516677 0.0039398133
 -3.791064057 -4.435003853 -5.308236239 -85.13279225 0.004151658331
 -3.509734704 -4.919889891 -4.954901651 -85.25255917 0.003683048952
 -4.07239341 -4.919889891 -5.308236239 -85.28309754 0.003572274691
 -3.791064057 -4.919889891 -4.601567064 -85.10274381 0.004278302385
 -4.07239341 -4.435003853 -4.601567064 -85.18822429 0.003927785642
 -4.07239341 -4.435003853 -5.308236239 -85.25970234 0.003656834058
 -3.509734704 -4.435003853 -5.308236239 -85.3665855 0.003286143204
 -3.509734704 -4.435003853 -4.601567064 -85.34237638 0.003366668647
 -3.509734704 -4.919889891 -4.601567064 -85.33055125 0.003406716256
 -4.07239341 -4.435003853 -4.954901651 -85.12181757 0.004197472376
 -3.791064057 -4.677446872 -4.248232477 -85.40896884 0.003149775764
 -3.509734704 -4.919889891 -5.308236239 -85.37711698 0.003251716874
 -3.791064057 -4.677446872 -5.661570826 -85.40702221 0.003155913182
 -4.353722763 -4.677446872 -4.954901651 -85.45640164 0.003003861001
 -3.791064057 -4.192560834 -4.954901651 -85.17724131 0.003971162195
 -3.791064057 -5.162332911 -4.954901651 -85.17771634 0.003969276218
 -4.07239341 -4.919889891 -4.601567064 -85.21885552 0.003809296712
 -3.228405351 -4.677446872 -4.954901651 -85.82511752 0.002077536013
 -3.791064057 -5.162332911 -5.308236239 -85.30986335 0.003477928139
 -3.791064057 -4.435003853 -4.248232477 -85.45219897 0.003016511815
 -4.07239341 -4.677446872 -5.661570826 -85.53053851 0.002789218902
 -4.353722763 -4.677446872 -5.308236239 -85.58315551 0.002646252767
 -3.791064057 -4.192560834 -4.601567064 -85.25490255 0.003674428307
 -4.353722763 -4.677446872 -4.601567064 -85.50176731 0.002870633661
 -3.228405351 -4.435003853 -4.954901651 -85.91616209 0.001896742634
 -3.509734704 -4.192560834 -4.954901651 -85.41021091 0.003145865953
 -3.791064057 -4.192560834 -5.308236239 -85.32530566 0.003424633457
 -3.791064057 -4.435003853 -5.661570826 -85.45672577 0.003002887518
 -3.791064057 -4.919889891 -5.661570826 -85.46454988 0.002979484264
 -3.509734704 -4.677446872 -4.248232477 -85.66862547 0.00242947367
 -3.791064057 -5.162332911 -4.601567064 -85.27286055 0.003609031861
 -3.509734704 -4.677446872 -5.661570826 -85.62206541 0.002545264813
 -3.791064057 -4.919889891 -4.248232477 -85.45635219 0.003004009539
