 -3.855207114 -4.67183888 -4.822134943 -83.5818076 0.0196114113
 -4.192278641 -4.830027647 -4.554569077 -83.95528294 0.01349927888
 -4.197621924 -4.135906024 -4.936647776 -84.07800658 0.01194022113
 -4.160276098 -4.550143185 -5.13450355 -83.86239391 0.01481329807
 -3.82320457 -4.391954417 -5.402069416 -83.83654227 0.01520123897
 -4.229624467 -4.415790487 -4.356713304 -84.17454664 0.01084140459
 -3.550138129 -4.793534575 -4.509766337 -83.89003625 0.01440943147
 -4.122930273 -4.964380346 -5.332359324 -84.01056616 0.01277324872
 -4.497347626 -4.708331952 -4.866937684 -84.34848737 0.009110538618
 -3.892552939 -4.257601719 -4.62427917 -83.80241263 0.01572900678
 -3.518135586 -4.513650113 -5.089700809 -83.86601205 0.01475979826
 -3.587483955 -4.379297415 -4.311910563 -84.15427864 0.01106338009
 -3.817861288 -5.086076041 -5.019990717 -83.75139634 0.01655226354
 -3.887209657 -4.951723343 -4.242200471 -84.10857079 0.01158079837
 -3.512792304 -5.207771736 -4.70762211 -84.06304398 0.01212022107
 -3.555481411 -4.099412952 -4.891845035 -84.0709423 0.01202486882
 -3.785858745 -4.806191578 -5.599925189 -83.96537339 0.01336374993
 -3.213066601 -4.635345808 -4.777332203 -84.54111472 0.00751427454
 -4.154932816 -5.244264808 -4.752424851 -84.07421552 0.01198557309
 -3.48078976 -4.927887274 -5.287556583 -84.04965814 0.01228355112
 -3.175720776 -5.049582969 -4.975187976 -84.76955307 0.005979674476
 -4.534693451 -4.294094791 -4.66908191 -84.54683325 0.007471426541
 -3.924555482 -4.537486182 -4.044344697 -84.41651938 0.00851134365
 -3.849863831 -5.365960504 -4.440056245 -84.17159333 0.01087346996
 -4.460001801 -5.122569113 -5.064793458 -84.49100593 0.00790039909
 -3.250412427 -4.221108647 -4.579476429 -84.70883333 0.006354008484
 -3.860550396 -3.977717257 -5.204213642 -84.1526543 0.01108136543
 -3.780515463 -5.500313202 -5.217846491 -84.19496099 0.01062232817
 -3.929898765 -3.843364559 -4.426423396 -84.51971533 0.007676808329
 -4.529350169 -4.988216415 -4.287003212 -84.77321698 0.00595780559
 -3.245069145 -4.915230271 -4.19739773 -85.0735861 0.004412022063
 -3.181064058 -4.355461345 -5.357266675 -84.88578515 0.00532351636
 -4.465345083 -4.42844749 -5.446872157 -84.54600084 0.007477648469
 -3.143718232 -4.769698506 -5.555122449 -85.10554109 0.004273264738
 -4.566695995 -4.573979254 -4.089147438 -85.04105114 0.004557927679
 -4.266970292 -4.001553326 -4.15885753 -84.8340948 0.005605926832
